season,week,franchise_id,player_id,salary,contractYear,contractInfo,status,as_of
2025,5,0016,14778,13.6,5,2025 B/R,ROSTER,2025-10-06
2025,5,0016,17042,9.82,4,2025 1.01,ROSTER,2025-10-06
2025,5,0016,17070,2.23,4,2025 2.01,ROSTER,2025-10-06
2025,5,0016,14180,3.5,1,2025 ORFA4,ROSTER,2025-10-06
2025,5,0016,15363,1.87,5,2024 oEXT,ROSTER,2025-10-06
2025,5,0016,14995,7.18,1,2023 iEXT,ROSTER,2025-10-06
2025,5,0016,16817,1.9,2,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16712,2.55,4,2025 UFA,ROSTER,2025-10-06
2025,5,0016,13208,12.6,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,14217,4.5,3,2025 UFA,ROSTER,2025-10-06
2025,5,0016,15386,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,13245,5.45,2,2024 B/R,ROSTER,2025-10-06
2025,5,0016,17303,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16265,1.07,2,2023 5.03,ROSTER,2025-10-06
2025,5,0016,17076,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0016,17205,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0016,17175,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0016,17087,0.94,4,2025 5.17,ROSTER,2025-10-06
2025,5,0016,17192,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0016,17096,0.98,4,2025 4.15,ROSTER,2025-10-06
2025,5,0016,16681,0.94,1,2024 UDFA,ROSTER,2025-10-06
2025,5,0016,13325,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0016,16691,1.16,2,2024 3.15,ROSTER,2025-10-06
2025,5,0016,14954,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16188,3.73,2,2023 1.09,ROSTER,2025-10-06
2025,5,0016,15380,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,17163,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0016,16192,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16298,4.2,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16794,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,17339,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,16342,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0016,16621,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0016,15351,5.95,4,2025 B/R,INJURED_RESERVE,2025-10-06
2025,5,0016,17136,1.4,4,2025 3.01,INJURED_RESERVE,2025-10-06
2025,5,0016,16711,1.0,2,2025 R/F,INJURED_RESERVE,2025-10-06
2025,5,0016,16809,4.64,5,2024 iEXT,INJURED_RESERVE,2025-10-06
2025,5,0016,16274,1.0,2,2025 R/F,INJURED_RESERVE,2025-10-06
2025,5,0016,16228,1.41,2,2023 3.04,INJURED_RESERVE,2025-10-06
2025,5,0017,15822,3.05,1,2022 1.14,ROSTER,2025-10-06
2025,5,0017,16162,6.27,2,2023 1.04,ROSTER,2025-10-06
2025,5,0017,16256,2.05,2,2023 2.04,ROSTER,2025-10-06
2025,5,0017,16265,1.06,2,2023 5.13,ROSTER,2025-10-06
2025,5,0017,11671,16.34,1,2023 UFA,ROSTER,2025-10-06
2025,5,0017,15852,3.41,1,2022 5.10^,ROSTER,2025-10-06
2025,5,0017,16223,4.07,2,2023 1.08,ROSTER,2025-10-06
2025,5,0017,14109,9.35,3,2024 B/R,ROSTER,2025-10-06
2025,5,0017,16641,6.38,3,2024 1.03,ROSTER,2025-10-06
2025,5,0017,16614,5.58,3,2024 1.04,ROSTER,2025-10-06
2025,5,0017,16651,2.15,3,2024 2.01,ROSTER,2025-10-06
2025,5,0017,16692,1.35,3,2024 3.03,ROSTER,2025-10-06
2025,5,0017,16677,1.31,3,2024 3.05,ROSTER,2025-10-06
2025,5,0017,15484,8.42,3,2024 UFA,ROSTER,2025-10-06
2025,5,0017,15894,1.87,2,2024 UFA,ROSTER,2025-10-06
2025,5,0017,16148,7.21,2,2023 1.03,ROSTER,2025-10-06
2025,5,0017,15402,1.65,2,2024 oEXT,ROSTER,2025-10-06
2025,5,0017,15806,5.01,5,2025 iEXT,ROSTER,2025-10-06
2025,5,0017,16681,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0017,16383,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0017,12734,4.2,1,2025 RRFA,ROSTER,2025-10-06
2025,5,0017,11232,1.9,1,2025 B/R,ROSTER,2025-10-06
2025,5,0017,17042,9.82,4,2025 1.01,ROSTER,2025-10-06
2025,5,0017,17081,2.9,4,2025 1.12,ROSTER,2025-10-06
2025,5,0017,17108,1.23,4,2025 3.09,ROSTER,2025-10-06
2025,5,0017,17126,1.18,4,2025 3.12,ROSTER,2025-10-06
2025,5,0017,17055,1.03,4,2025 4.04,ROSTER,2025-10-06
2025,5,0017,16667,1.06,3,2024 4.09,ROSTER,2025-10-06
2025,5,0017,12698,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,15337,1.86,2,2025 UFA,ROSTER,2025-10-06
2025,5,0017,15380,2.5,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,16702,4.37,2,2025 UFA,ROSTER,2025-10-06
2025,5,0017,15921,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0017,17129,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0017,16460,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,15975,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0017,12610,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,16316,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,15839,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0017,17116,2.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,13791,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,17061,1.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,16192,1.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0017,16165,1.33,2,2023 3.08,ROSTER,2025-10-06
2025,5,0017,17139,0.94,4,2025 5.09,ROSTER,2025-10-06
2025,5,0017,17249,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0017,14251,1.87,1,2024 UFA,INJURED_RESERVE,2025-10-06
2025,5,0017,14777,24.79,4,2023 iEXT,INJURED_RESERVE,2025-10-06
2025,5,0017,16615,7.41,3,2024 1.02,INJURED_RESERVE,2025-10-06
2025,5,0018,15287,33.68,4,2024 iEXT,ROSTER,2025-10-06
2025,5,0018,15815,2.76,1,2022 1.16,ROSTER,2025-10-06
2025,5,0018,13837,8.55,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0018,15708,11.66,1,2022 1.01+,ROSTER,2025-10-06
2025,5,0018,16188,4.47,2,2023 1.07,ROSTER,2025-10-06
2025,5,0018,16190,3.21,2,2023 1.11,ROSTER,2025-10-06
2025,5,0018,13284,5.15,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0018,14630,3.63,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0018,13214,20.57,3,2024 B/R,ROSTER,2025-10-06
2025,5,0018,16580,2.93,3,2024 1.11,ROSTER,2025-10-06
2025,5,0018,16689,1.57,3,2024 2.11,ROSTER,2025-10-06
2025,5,0018,14224,6.14,2,2024 UFA,ROSTER,2025-10-06
2025,5,0018,15394,5.84,3,2024 iEXT,ROSTER,2025-10-06
2025,5,0018,14995,5.35,2,2025 SRFA,ROSTER,2025-10-06
2025,5,0018,15904,5.35,3,2025 SRFA,ROSTER,2025-10-06
2025,5,0018,14928,5.42,2,2025 B/R,ROSTER,2025-10-06
2025,5,0018,17132,1.56,4,2025 2.12,ROSTER,2025-10-06
2025,5,0018,14717,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,17102,3.1,4,2025 1.11,ROSTER,2025-10-06
2025,5,0018,17118,1.12,4,2025 3.17,ROSTER,2025-10-06
2025,5,0018,17125,1.2,4,2025 3.11,ROSTER,2025-10-06
2025,5,0018,16279,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0018,13192,6.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,11769,3.04,2,2025 UFA,ROSTER,2025-10-06
2025,5,0018,14800,4.2,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,9431,9.69,2,2025 UFA,ROSTER,2025-10-06
2025,5,0018,15445,2.07,3,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13742,2.95,2,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13164,3.8,2,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13810,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,17060,0.94,4,2025 5.13,ROSTER,2025-10-06
2025,5,0018,17064,0.94,4,2025 5.11,ROSTER,2025-10-06
2025,5,0018,16013,2.97,2,2024 UFA,ROSTER,2025-10-06
2025,5,0018,15757,1.38,1,2022 3.12,ROSTER,2025-10-06
2025,5,0018,16195,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13227,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,14899,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,14907,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13806,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0018,12735,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,15950,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,15121,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,13322,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,14197,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,16342,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0018,16738,2.72,4,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0018,16231,1.67,2,2023 2.11,INJURED_RESERVE,2025-10-06
2025,5,0018,17166,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0018,14213,1.0,2,2025 R/F,INJURED_RESERVE,2025-10-06
2025,5,0018,14221,5.58,3,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0019,14782,10.45,4,2023 iEXT,ROSTER,2025-10-06
2025,5,0019,15753,11.78,6,2025 iEXT,ROSTER,2025-10-06
2025,5,0019,15712,1.33,1,2022 3.15,ROSTER,2025-10-06
2025,5,0019,11244,30.25,1,2023 NEFToff,ROSTER,2025-10-06
2025,5,0019,14167,13.31,2,2023 B/R,ROSTER,2025-10-06
2025,5,0019,16252,1.21,2,2023 3.17,ROSTER,2025-10-06
2025,5,0019,16263,1.41,2,2023 3.04,ROSTER,2025-10-06
2025,5,0019,16175,1.23,2,2023 3.15,ROSTER,2025-10-06
2025,5,0019,14163,14.71,6,2025 oEXT,ROSTER,2025-10-06
2025,5,0019,14085,8.89,1,2024 UFA,ROSTER,2025-10-06
2025,5,0019,16206,1.04,2,2023 5.22,ROSTER,2025-10-06
2025,5,0019,15076,3.7,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0019,16698,1.09,3,2024 4.04,ROSTER,2025-10-06
2025,5,0019,15798,3.87,5,2024 iEXT,ROSTER,2025-10-06
2025,5,0019,16654,1.0,3,2024 4.24,ROSTER,2025-10-06
2025,5,0019,16236,1.04,2,2023 5.21,ROSTER,2025-10-06
2025,5,0019,14947,3.41,1,2024 RRFA,ROSTER,2025-10-06
2025,5,0019,15349,10.81,5,2024 B/R,ROSTER,2025-10-06
2025,5,0019,16629,1.75,3,2024 2.07,ROSTER,2025-10-06
2025,5,0019,16268,1.04,2,2023 5.17,ROSTER,2025-10-06
2025,5,0019,14900,6.72,4,2025 B/R,ROSTER,2025-10-06
2025,5,0019,13933,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0019,15868,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0019,17080,1.25,4,2025 3.08,ROSTER,2025-10-06
2025,5,0019,14218,7.29,3,2025 UFA,ROSTER,2025-10-06
2025,5,0019,10783,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,14059,5.8,2,2025 UFA,ROSTER,2025-10-06
2025,5,0019,12752,6.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,16457,1.86,3,2025 UFA,ROSTER,2025-10-06
2025,5,0019,12626,27.84,2,2025 UFA,ROSTER,2025-10-06
2025,5,0019,17134,1.35,4,2025 3.03,ROSTER,2025-10-06
2025,5,0019,17148,1.05,4,2025 4.01,ROSTER,2025-10-06
2025,5,0019,17153,1.04,4,2025 4.03,ROSTER,2025-10-06
2025,5,0019,13692,3.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,15032,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,12772,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0019,13759,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0019,17156,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0019,17171,0.96,4,2025 5.03,ROSTER,2025-10-06
2025,5,0019,17234,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0019,14600,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,17220,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0019,16009,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0019,15089,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0019,15446,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,14892,7.78,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,14896,8.33,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,15907,3.06,1,2022 iEXT,ROSTER,2025-10-06
2025,5,0020,15861,2.54,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,16258,1.54,2,2023 2.15,ROSTER,2025-10-06
2025,5,0020,16264,1.08,2,2023 5.02,ROSTER,2025-10-06
2025,5,0020,16333,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0020,16369,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0020,16278,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0020,14842,13.24,2,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,16251,1.14,2,2023 4.05,ROSTER,2025-10-06
2025,5,0020,15794,5.35,1,2022 3.07^,ROSTER,2025-10-06
2025,5,0020,16619,1.38,3,2024 3.02,ROSTER,2025-10-06
2025,5,0020,16675,1.14,3,2024 3.16,ROSTER,2025-10-06
2025,5,0020,16586,0.98,3,2024 5.13,ROSTER,2025-10-06
2025,5,0020,16705,0.98,3,2024 5.11,ROSTER,2025-10-06
2025,5,0020,16697,0.98,3,2024 5.16,ROSTER,2025-10-06
2025,5,0020,11675,21.78,2,2024 UFA,ROSTER,2025-10-06
2025,5,0020,12678,5.1,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,14105,12.22,2,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,12620,37.21,3,2021 EXT,ROSTER,2025-10-06
2025,5,0020,15473,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0020,17030,6.11,4,2025 1.04,ROSTER,2025-10-06
2025,5,0020,17072,1.98,4,2025 2.04,ROSTER,2025-10-06
2025,5,0020,17056,1.04,4,2025 4.02,ROSTER,2025-10-06
2025,5,0020,15355,7.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,13208,3.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,15911,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,16292,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,13952,20.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,13693,3.5,1,2023 oEXT,ROSTER,2025-10-06
2025,5,0020,16226,2.53,2,2023 1.15,ROSTER,2025-10-06
2025,5,0020,15001,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,14283,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,15256,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,17181,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0020,14852,3.93,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0020,12767,5.96,1,2024 UFA,ROSTER,2025-10-06
2025,5,0020,15766,3.69,1,2022 1.11,ROSTER,2025-10-06
2025,5,0020,17205,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0020,17214,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0020,16225,1.0,2,2025 R/F,INJURED_RESERVE,2025-10-06
2025,5,0020,13319,14.84,1,2024 UFA,INJURED_RESERVE,2025-10-06
2025,5,0020,16274,1.04,2,2023 5.26,INJURED_RESERVE,2025-10-06
2025,5,0020,16596,1.21,3,2024 3.11,INJURED_RESERVE,2025-10-06
2025,5,0020,13685,1.0,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0021,14158,6.91,2,2023 iEXT,ROSTER,2025-10-06
2025,5,0021,14779,14.17,4,2023 iEXT,ROSTER,2025-10-06
2025,5,0021,15346,6.7,3,2024 iEXT,ROSTER,2025-10-06
2025,5,0021,14894,5.28,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0021,15711,9.99,2,2025 iEXT,ROSTER,2025-10-06
2025,5,0021,16650,1.91,3,2024 2.04,ROSTER,2025-10-06
2025,5,0021,14927,3.31,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0021,16716,1.17,3,2024 3.14,ROSTER,2025-10-06
2025,5,0021,16187,1.43,2,2023 3.03,ROSTER,2025-10-06
2025,5,0021,16622,2.46,3,2024 1.14,ROSTER,2025-10-06
2025,5,0021,16660,1.42,3,2024 2.16,ROSTER,2025-10-06
2025,5,0021,15716,3.41,1,2022 4.24^,ROSTER,2025-10-06
2025,5,0021,14148,7.98,1,2024 iEXT,ROSTER,2025-10-06
2025,5,0021,12225,15.0,1,2025 ORFAN,ROSTER,2025-10-06
2025,5,0021,13681,3.41,2,2025 ORFA1,ROSTER,2025-10-06
2025,5,0021,15799,1.09,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0021,15051,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0021,9051,5.1,1,2025 RRFA,ROSTER,2025-10-06
2025,5,0021,14909,9.12,2,2025 B/R,ROSTER,2025-10-06
2025,5,0021,15895,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0021,17074,8.23,4,2025 1.02,ROSTER,2025-10-06
2025,5,0021,17044,5.38,4,2025 1.05,ROSTER,2025-10-06
2025,5,0021,17107,1.14,4,2025 3.15,ROSTER,2025-10-06
2025,5,0021,17031,1.13,4,2025 3.16,ROSTER,2025-10-06
2025,5,0021,17082,0.99,4,2025 4.12,ROSTER,2025-10-06
2025,5,0021,16626,2.07,3,2024 2.02,ROSTER,2025-10-06
2025,5,0021,14303,5.32,2,2025 UFA,ROSTER,2025-10-06
2025,5,0021,11936,3.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,13189,5.89,2,2025 UFA,ROSTER,2025-10-06
2025,5,0021,10775,5.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,14182,4.94,2,2025 UFA,ROSTER,2025-10-06
2025,5,0021,10266,11.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,13633,10.45,1,2024 B/R,ROSTER,2025-10-06
2025,5,0021,14518,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,17207,2.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,16287,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0021,16186,4.95,2,2023 1.06,ROSTER,2025-10-06
2025,5,0021,14997,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,10413,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,13719,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,12711,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,14802,16.97,3,2025 oEXT,ROSTER,2025-10-06
2025,5,0021,16235,1.07,2,2023 5.06,ROSTER,2025-10-06
2025,5,0021,14943,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,17174,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0021,14840,17.58,2,2025 B/R,INJURED_RESERVE,2025-10-06
2025,5,0021,16725,1.1,1,2025 ERFA,INJURED_RESERVE,2025-10-06
2025,5,0021,14247,4.97,3,2025 oEXT,INJURED_RESERVE,2025-10-06
2025,5,0021,16693,1.12,3,2024 3.19,INJURED_RESERVE,2025-10-06
2025,5,0021,15890,1.0,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0022,15365,6.29,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0022,15692,2.31,1,2022 2.04,ROSTER,2025-10-06
2025,5,0022,14164,3.37,1,2023 oEXT,ROSTER,2025-10-06
2025,5,0022,14136,14.52,1,2023 B/R,ROSTER,2025-10-06
2025,5,0022,16276,1.28,2,2023 3.12,ROSTER,2025-10-06
2025,5,0022,16168,1.19,2,2023 4.01,ROSTER,2025-10-06
2025,5,0022,16351,1.04,2,2023 5.25,ROSTER,2025-10-06
2025,5,0022,16284,1.06,2,2023 5.10,ROSTER,2025-10-06
2025,5,0022,15694,2.16,1,2022 2.06,ROSTER,2025-10-06
2025,5,0022,14405,5.38,1,2024 SRFA,ROSTER,2025-10-06
2025,5,0022,16018,3.41,1,2024 RRFA,ROSTER,2025-10-06
2025,5,0022,16579,8.79,3,2024 1.01,ROSTER,2025-10-06
2025,5,0022,14073,12.97,2,2024 UFA,ROSTER,2025-10-06
2025,5,0022,14867,6.38,1,2024 UFA,ROSTER,2025-10-06
2025,5,0022,14127,9.41,1,2024 UFA,ROSTER,2025-10-06
2025,5,0022,16684,1.0,3,2024 5.01,ROSTER,2025-10-06
2025,5,0022,13294,2.2,1,2024 UFA,ROSTER,2025-10-06
2025,5,0022,16080,6.27,1,2024 UFA,ROSTER,2025-10-06
2025,5,0022,13710,2.02,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0022,14122,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0022,14910,5.35,2,2025 SRFA,ROSTER,2025-10-06
2025,5,0022,11247,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0022,13888,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0022,17051,4.8,4,2025 1.06,ROSTER,2025-10-06
2025,5,0022,17123,1.85,4,2025 2.06,ROSTER,2025-10-06
2025,5,0022,17120,1.28,4,2025 3.06,ROSTER,2025-10-06
2025,5,0022,17098,1.02,4,2025 4.06,ROSTER,2025-10-06
2025,5,0022,13470,2.79,3,2025 UFA,ROSTER,2025-10-06
2025,5,0022,13635,15.39,2,2025 UFA,ROSTER,2025-10-06
2025,5,0022,13707,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,12688,15.96,2,2025 UFA,ROSTER,2025-10-06
2025,5,0022,11938,6.2,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,10703,5.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,13298,14.92,2,2025 UFA,ROSTER,2025-10-06
2025,5,0022,16775,0.98,3,2024 5.10,ROSTER,2025-10-06
2025,5,0022,14957,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0022,17178,0.95,4,2025 5.06,ROSTER,2025-10-06
2025,5,0022,17155,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0022,13730,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,14328,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,15292,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,14170,5.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,16174,5.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,13124,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0022,14200,2.41,1,2024 UFA,ROSTER,2025-10-06
2025,5,0022,14223,1.8,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0022,16645,0.94,2,2024 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0022,16640,1.11,3,2024 4.01,INJURED_RESERVE,2025-10-06
2025,5,0022,13748,3.51,3,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0022,16652,1.4,3,2024 3.01,INJURED_RESERVE,2025-10-06
2025,5,0022,12238,1.8,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0022,13404,3.1,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0022,15254,3.78,3,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0023,13782,4.3,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0023,15352,3.73,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0023,15386,2.54,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0023,16233,3.45,2,2023 1.10,ROSTER,2025-10-06
2025,5,0023,16244,1.71,2,2023 2.10,ROSTER,2025-10-06
2025,5,0023,16266,1.17,2,2023 4.04,ROSTER,2025-10-06
2025,5,0023,16230,1.3,2,2023 3.10,ROSTER,2025-10-06
2025,5,0023,15787,1.14,1,2022 4.19,ROSTER,2025-10-06
2025,5,0023,16653,2.24,3,2024 1.16,ROSTER,2025-10-06
2025,5,0023,13590,20.87,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0023,13713,5.23,1,2024 UFA,ROSTER,2025-10-06
2025,5,0023,15448,4.5,1,2024 UFA,ROSTER,2025-10-06
2025,5,0023,14833,24.48,1,2025 oEXT,ROSTER,2025-10-06
2025,5,0023,13354,2.3,1,2024 UFA,ROSTER,2025-10-06
2025,5,0023,15754,5.75,1,2022 1.06,ROSTER,2025-10-06
2025,5,0023,13738,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0023,14860,5.35,1,2025 SRFA,ROSTER,2025-10-06
2025,5,0023,15889,4.5,1,2025 RRFA,ROSTER,2025-10-06
2025,5,0023,17151,1.07,4,2025 3.22,ROSTER,2025-10-06
2025,5,0023,15288,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,14210,5.6,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,10768,6.4,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,16166,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,14086,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,11723,3.7,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,13223,4.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,13723,5.2,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,15003,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,17047,1.46,4,2025 2.15,ROSTER,2025-10-06
2025,5,0023,16610,1.29,3,2024 3.06,ROSTER,2025-10-06
2025,5,0023,17106,1.74,4,2025 2.08,ROSTER,2025-10-06
2025,5,0023,17149,1.1,4,2025 3.19,ROSTER,2025-10-06
2025,5,0023,15856,5.46,2,2025 oEXT,ROSTER,2025-10-06
2025,5,0023,15263,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0023,17124,0.94,4,2025 5.18,ROSTER,2025-10-06
2025,5,0023,17159,1.0,4,2025 4.10,ROSTER,2025-10-06
2025,5,0023,14168,2.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,16294,1.9,1,2025 UFA,ROSTER,2025-10-06
